"var_names","var_labels","year","survey","type"
"ci16i260","If you disregard the purchase of a house or car or other (large) investments, do you think that the expenditure of your household in the coming 12 months will be:",2016,"Economic Situation Income","categorical"
"ci17j260","If you disregard the purchase of a house or car or other (large) investments, do you think that the expenditure of your household in the coming 12 months will be:",2017,"Economic Situation Income","categorical"
"ci18k260","If you disregard the purchase of a house or car or other (large) investments, do you think that the expenditure of your household in the coming 12 months will be:",2018,"Economic Situation Income","categorical"
"ci08a261","Do you expect your financial situation to get better or worse over the coming 12 months?",2008,"Economic Situation Income","categorical"
"ci09b261","Do you expect your financial situation to get better or worse over the coming 12 months?",2009,"Economic Situation Income","categorical"
"ci10c261","Do you expect your financial situation to get better or worse over the coming 12 months?",2010,"Economic Situation Income","categorical"
"ci11d261","Do you expect your financial situation to get better or worse over the coming 12 months?",2011,"Economic Situation Income","categorical"
"ci12e261","Do you expect your financial situation to get better or worse over the coming 12 months?",2012,"Economic Situation Income","categorical"
"ci13f261","Do you expect your financial situation to get better or worse over the coming 12 months?",2013,"Economic Situation Income","categorical"
"ci14g261","Do you expect your financial situation to get better or worse over the coming 12 months?",2014,"Economic Situation Income","categorical"
"ci15h261","Do you expect your financial situation to get better or worse over the coming 12 months?",2015,"Economic Situation Income","categorical"
"ci16i261","Do you expect your financial situation to get better or worse over the coming 12 months?",2016,"Economic Situation Income","categorical"
"ci17j261","Do you expect your financial situation to get better or worse over the coming 12 months?",2017,"Economic Situation Income","categorical"
"ci18k261","Do you expect your financial situation to get better or worse over the coming 12 months?",2018,"Economic Situation Income","categorical"
"ci19l261","Do you expect your financial situation to get better or worse over the coming 12 months?",2019,"Economic Situation Income","categorical"
"ci08a262","Would you be able to reduce the expenditure of your household by 5%? Provide your answer on a scale from 0 to 10.",2008,"Economic Situation Income","categorical"
"ci09b262","Would you be able to reduce the expenditure of your household by 5%? Provide your answer on a scale from 0 to 10.",2009,"Economic Situation Income","categorical"
"ci10c262","Would you be able to reduce the expenditure of your household by 5%? Provide your answer on a scale from 0 to 10.",2010,"Economic Situation Income","categorical"
"ci11d262","Would you be able to reduce the expenditure of your household by 5%? Provide your answer on a scale from 0 to 10.",2011,"Economic Situation Income","categorical"
"ci12e262","Would you be able to reduce the expenditure of your household by 5%? Provide your answer on a scale from 0 to 10.",2012,"Economic Situation Income","categorical"
"ci13f262","Would you be able to reduce the expenditure of your household by 5%? Provide your answer on a scale from 0 to 10.",2013,"Economic Situation Income","categorical"
"ci14g262","Would you be able to reduce the expenditure of your household by 5%? Provide your answer on a scale from 0 to 10.",2014,"Economic Situation Income","categorical"
"ci15h262","Would you be able to reduce the expenditure of your household by 5%? Provide your answer on a scale from 0 to 10.",2015,"Economic Situation Income","categorical"
"ci16i262","Would you be able to reduce the expenditure of your household by 5%? Provide your answer on a scale from 0 to 10.",2016,"Economic Situation Income","categorical"
"ci17j262","Would you be able to reduce the expenditure of your household by 5%? Provide your answer on a scale from 0 to 10.",2017,"Economic Situation Income","categorical"
"ci18k262","Would you be able to reduce the expenditure of your household by 5%? Provide your answer on a scale from 0 to 10.",2018,"Economic Situation Income","categorical"
"ci08a263","Can you indicate, on a scale from 0 to 10, to what degree you consider yourself happy?",2008,"Economic Situation Income","categorical"
"ci09b263","Can you indicate, on a scale from 0 to 10, to what degree you consider yourself happy?",2009,"Economic Situation Income","categorical"
"ci10c263","Can you indicate, on a scale from 0 to 10, to what degree you consider yourself happy?",2010,"Economic Situation Income","categorical"
"ci11d263","Can you indicate, on a scale from 0 to 10, to what degree you consider yourself happy?",2011,"Economic Situation Income","categorical"
"ci12e263","Can you indicate, on a scale from 0 to 10, to what degree you consider yourself happy?",2012,"Economic Situation Income","categorical"
"ci13f263","Can you indicate, on a scale from 0 to 10, to what degree you consider yourself happy?",2013,"Economic Situation Income","categorical"
"ci14g263","Can you indicate, on a scale from 0 to 10, to what degree you consider yourself happy?",2014,"Economic Situation Income","categorical"
"ci15h263","Can you indicate, on a scale from 0 to 10, to what degree you consider yourself happy?",2015,"Economic Situation Income","categorical"
"ci16i263","Can you indicate, on a scale from 0 to 10, to what degree you consider yourself happy?",2016,"Economic Situation Income","categorical"
"ci17j263","Can you indicate, on a scale from 0 to 10, to what degree you consider yourself happy?",2017,"Economic Situation Income","categorical"
"ci18k263","Can you indicate, on a scale from 0 to 10, to what degree you consider yourself happy?",2018,"Economic Situation Income","categorical"
"ci08a264","Here are five descriptions of how financial decisions may be taken in a household. Which of these best describes how financial decisions are taken in your household?",2008,"Economic Situation Income","categorical"
"ci09b264","Here are five descriptions of how financial decisions may be taken in a household. Which of these best describes how financial decisions are taken in your household?",2009,"Economic Situation Income","categorical"
"ci10c264","Here are five descriptions of how financial decisions may be taken in a household. Which of these best describes how financial decisions are taken in your household?",2010,"Economic Situation Income","categorical"
"ci11d264","Here are five descriptions of how financial decisions may be taken in a household. Which of these best describes how financial decisions are taken in your household?",2011,"Economic Situation Income","categorical"
"ci12e264","Here are five descriptions of how financial decisions may be taken in a household. Which of these best describes how financial decisions are taken in your household?",2012,"Economic Situation Income","categorical"
"ci13f264","Here are five descriptions of how financial decisions may be taken in a household. Which of these best describes how financial decisions are taken in your household?",2013,"Economic Situation Income","categorical"
"ci14g264","Here are five descriptions of how financial decisions may be taken in a household. Which of these best describes how financial decisions are taken in your household?",2014,"Economic Situation Income","categorical"
"ci15h264","Here are five descriptions of how financial decisions may be taken in a household. Which of these best describes how financial decisions are taken in your household?",2015,"Economic Situation Income","categorical"
"ci16i264","Here are five descriptions of how financial decisions may be taken in a household. Which of these best describes how financial decisions are taken in your household?",2016,"Economic Situation Income","categorical"
"ci17j264","Here are five descriptions of how financial decisions may be taken in a household. Which of these best describes how financial decisions are taken in your household?",2017,"Economic Situation Income","categorical"
"ci18k264","Here are five descriptions of how financial decisions may be taken in a household. Which of these best describes how financial decisions are taken in your household?",2018,"Economic Situation Income","categorical"
"ci19l264","Here are five descriptions of how financial decisions may be taken in a household. Which of these best describes how financial decisions are taken in your household?",2019,"Economic Situation Income","categorical"
"ci08a265","How would you describe the way in which financial affairs are managed?",2008,"Economic Situation Income","categorical"
"ci09b265","How would you describe the way in which financial affairs are managed?",2009,"Economic Situation Income","categorical"
"ci10c265","How would you describe the way in which financial affairs are managed?",2010,"Economic Situation Income","categorical"
"ci11d265","How would you describe the way in which financial affairs are managed?",2011,"Economic Situation Income","categorical"
"ci12e265","How would you describe the way in which financial affairs are managed?",2012,"Economic Situation Income","categorical"
"ci13f265","How would you describe the way in which financial affairs are managed?",2013,"Economic Situation Income","categorical"
"ci14g265","How would you describe the way in which financial affairs are managed?",2014,"Economic Situation Income","categorical"
"ci15h265","How would you describe the way in which financial affairs are managed?",2015,"Economic Situation Income","categorical"
"ci16i265","How would you describe the way in which financial affairs are managed?",2016,"Economic Situation Income","categorical"
"ci17j265","How would you describe the way in which financial affairs are managed?",2017,"Economic Situation Income","categorical"
"ci18k265","How would you describe the way in which financial affairs are managed?",2018,"Economic Situation Income","categorical"
"ci19l265","How would you describe the way in which financial affairs are managed?",2019,"Economic Situation Income","categorical"
"ci08a266","We would like to know what appliances are part of your household? - Fixed-line telephone",2008,"Economic Situation Income","categorical"
"ci09b266","We would like to know what appliances are part of your household? - Fixed-line telephone",2009,"Economic Situation Income","categorical"
"ci10c266","We would like to know what appliances are part of your household? - Fixed-line telephone",2010,"Economic Situation Income","categorical"
"ci11d266","We would like to know what appliances are part of your household? - Fixed-line telephone",2011,"Economic Situation Income","categorical"
"ci08a267","We would like to know what appliances are part of your household? - Mobile phone (GSM) without Internet functionality (GPRS, UMTS)",2008,"Economic Situation Income","categorical"
"ci09b267","We would like to know what appliances are part of your household? - Mobile phone (GSM) without Internet functionality (GPRS, UMTS)",2009,"Economic Situation Income","categorical"
"ci10c267","We would like to know what appliances are part of your household? - Mobile phone (GSM) without Internet functionality (GPRS, UMTS)",2010,"Economic Situation Income","categorical"
"ci11d267","We would like to know what appliances are part of your household? - Mobile phone (GSM) without Internet functionality (GPRS, UMTS)",2011,"Economic Situation Income","categorical"
"ci08a268","We would like to know what appliances are part of your household? - Mobile phone (GSM) with Internet functionality (GPRS, UMTS)",2008,"Economic Situation Income","categorical"
"ci09b268","We would like to know what appliances are part of your household? - Mobile phone (GSM) with Internet functionality (GPRS, UMTS)",2009,"Economic Situation Income","categorical"
"ci10c268","We would like to know what appliances are part of your household? - Mobile phone (GSM) with Internet functionality (GPRS, UMTS)",2010,"Economic Situation Income","categorical"
"ci11d268","We would like to know what appliances are part of your household? - Mobile phone (GSM) with Internet functionality (GPRS, UMTS)",2011,"Economic Situation Income","categorical"
"ci08a269","We would like to know what appliances are part of your household? - Widescreen TV (CRT, plasma, LCD)",2008,"Economic Situation Income","categorical"
"ci09b269","We would like to know what appliances are part of your household? - Widescreen TV (CRT, plasma, LCD)",2009,"Economic Situation Income","categorical"
"ci10c269","We would like to know what appliances are part of your household? - Widescreen TV (CRT, plasma, LCD)",2010,"Economic Situation Income","categorical"
"ci11d269","We would like to know what appliances are part of your household? - Widescreen TV (CRT, plasma, LCD)",2011,"Economic Situation Income","categorical"
"ci08a270","We would like to know what appliances are part of your household? - Digital TV",2008,"Economic Situation Income","categorical"
"ci09b270","We would like to know what appliances are part of your household? - Digital TV",2009,"Economic Situation Income","categorical"
"ci10c270","We would like to know what appliances are part of your household? - Digital TV",2010,"Economic Situation Income","categorical"
"ci11d270","We would like to know what appliances are part of your household? - Digital TV",2011,"Economic Situation Income","categorical"
"ci08a271","We would like to know what appliances are part of your household? - Satellite dish",2008,"Economic Situation Income","categorical"
"ci09b271","We would like to know what appliances are part of your household? - Satellite dish",2009,"Economic Situation Income","categorical"
"ci10c271","We would like to know what appliances are part of your household? - Satellite dish",2010,"Economic Situation Income","categorical"
"ci11d271","We would like to know what appliances are part of your household? - Satellite dish",2011,"Economic Situation Income","categorical"
"ci08a272","We would like to know what appliances are part of your household? - Home cinema",2008,"Economic Situation Income","categorical"
"ci09b272","We would like to know what appliances are part of your household? - Home cinema",2009,"Economic Situation Income","categorical"
"ci10c272","We would like to know what appliances are part of your household? - Home cinema",2010,"Economic Situation Income","categorical"
"ci11d272","We would like to know what appliances are part of your household? - Home cinema",2011,"Economic Situation Income","categorical"
"ci08a273","We would like to know what appliances are part of your household? - CD player",2008,"Economic Situation Income","categorical"
"ci09b273","We would like to know what appliances are part of your household? - CD player",2009,"Economic Situation Income","categorical"
"ci10c273","We would like to know what appliances are part of your household? - CD player",2010,"Economic Situation Income","categorical"
"ci11d273","We would like to know what appliances are part of your household? - CD player",2011,"Economic Situation Income","categorical"
"ci08a274","We would like to know what appliances are part of your household? - DVD player, no recorder",2008,"Economic Situation Income","categorical"
"ci09b274","We would like to know what appliances are part of your household? - DVD player, no recorder",2009,"Economic Situation Income","categorical"
"ci10c274","We would like to know what appliances are part of your household? - DVD player, no recorder",2010,"Economic Situation Income","categorical"
"ci11d274","We would like to know what appliances are part of your household? - DVD player, no recorder",2011,"Economic Situation Income","categorical"
"ci08a275","We would like to know what appliances are part of your household? - DVD recorder",2008,"Economic Situation Income","categorical"
"ci09b275","We would like to know what appliances are part of your household? - DVD recorder",2009,"Economic Situation Income","categorical"
"ci10c275","We would like to know what appliances are part of your household? - DVD recorder",2010,"Economic Situation Income","categorical"
"ci11d275","We would like to know what appliances are part of your household? - DVD recorder",2011,"Economic Situation Income","categorical"
"ci08a276","We would like to know what appliances are part of your household? - CD or DVD (re)writer",2008,"Economic Situation Income","categorical"
"ci09b276","We would like to know what appliances are part of your household? - CD or DVD (re)writer",2009,"Economic Situation Income","categorical"
"ci10c276","We would like to know what appliances are part of your household? - CD or DVD (re)writer",2010,"Economic Situation Income","categorical"
"ci11d276","We would like to know what appliances are part of your household? - CD or DVD (re)writer",2011,"Economic Situation Income","categorical"
"ci08a277","We would like to know what appliances are part of your household? - MP3 player (e.g. iPod)",2008,"Economic Situation Income","categorical"
"ci09b277","We would like to know what appliances are part of your household? - MP3 player (e.g. iPod)",2009,"Economic Situation Income","categorical"
"ci10c277","We would like to know what appliances are part of your household? - MP3 player (e.g. iPod)",2010,"Economic Situation Income","categorical"
"ci11d277","We would like to know what appliances are part of your household? - MP3 player (e.g. iPod)",2011,"Economic Situation Income","categorical"
"ci08a278","We would like to know what appliances are part of your household? - MP4 player",2008,"Economic Situation Income","categorical"
"ci09b278","We would like to know what appliances are part of your household? - MP4 player",2009,"Economic Situation Income","categorical"
"ci10c278","We would like to know what appliances are part of your household? - MP4 player",2010,"Economic Situation Income","categorical"
"ci11d278","We would like to know what appliances are part of your household? - MP4 player",2011,"Economic Situation Income","categorical"
"ci08a279","We would like to know what appliances are part of your household? - Camcorder/Palmcorder videocamera (DVD, DV or HDD)",2008,"Economic Situation Income","categorical"
"ci09b279","We would like to know what appliances are part of your household? - Camcorder/Palmcorder videocamera (DVD, DV or HDD)",2009,"Economic Situation Income","categorical"
"ci10c279","We would like to know what appliances are part of your household? - Camcorder/Palmcorder videocamera (DVD, DV or HDD)",2010,"Economic Situation Income","categorical"
"ci11d279","We would like to know what appliances are part of your household? - Camcorder/Palmcorder videocamera (DVD, DV or HDD)",2011,"Economic Situation Income","categorical"
"ci08a280","We would like to know what appliances are part of your household? - PDA (personal digital assistant) without Internet functionality (GPRS, UMTS)",2008,"Economic Situation Income","categorical"
"ci09b280","We would like to know what appliances are part of your household? - PDA (personal digital assistant) without Internet functionality (GPRS, UMTS)",2009,"Economic Situation Income","categorical"
"ci10c280","We would like to know what appliances are part of your household? - PDA (personal digital assistant) without Internet functionality (GPRS, UMTS)",2010,"Economic Situation Income","categorical"
"ci11d280","We would like to know what appliances are part of your household? - PDA (personal digital assistant) without Internet functionality (GPRS, UMTS)",2011,"Economic Situation Income","categorical"
"ci08a281","We would like to know what appliances are part of your household? - PDA (personal digital assistant) with Internet functionality (GPRS, UMTS)",2008,"Economic Situation Income","categorical"
"ci09b281","We would like to know what appliances are part of your household? - PDA (personal digital assistant) with Internet functionality (GPRS, UMTS)",2009,"Economic Situation Income","categorical"
"ci10c281","We would like to know what appliances are part of your household? - PDA (personal digital assistant) with Internet functionality (GPRS, UMTS)",2010,"Economic Situation Income","categorical"
"ci11d281","We would like to know what appliances are part of your household? - PDA (personal digital assistant) with Internet functionality (GPRS, UMTS)",2011,"Economic Situation Income","categorical"
"ci08a282","We would like to know what appliances are part of your household? - Computer (PC of laptop; no game computers)",2008,"Economic Situation Income","categorical"
"ci09b282","We would like to know what appliances are part of your household? - Computer (PC of laptop; no game computers)",2009,"Economic Situation Income","categorical"
"ci10c282","We would like to know what appliances are part of your household? - Computer (PC of laptop; no game computers)",2010,"Economic Situation Income","categorical"
"ci11d282","We would like to know what appliances are part of your household? - Computer (PC of laptop; no game computers)",2011,"Economic Situation Income","categorical"
"ci08a283","We would like to know what appliances are part of your household? - Printer",2008,"Economic Situation Income","categorical"
"ci09b283","We would like to know what appliances are part of your household? - Printer",2009,"Economic Situation Income","categorical"
"ci10c283","We would like to know what appliances are part of your household? - Printer",2010,"Economic Situation Income","categorical"
"ci11d283","We would like to know what appliances are part of your household? - Printer",2011,"Economic Situation Income","categorical"
"ci08a284","We would like to know what appliances are part of your household? - Digital photocamera",2008,"Economic Situation Income","categorical"
"ci09b284","We would like to know what appliances are part of your household? - Digital photocamera",2009,"Economic Situation Income","categorical"
"ci10c284","We would like to know what appliances are part of your household? - Digital photocamera",2010,"Economic Situation Income","categorical"
"ci11d284","We would like to know what appliances are part of your household? - Digital photocamera",2011,"Economic Situation Income","categorical"
"ci08a285","We would like to know what appliances are part of your household? - Games computer (game console)",2008,"Economic Situation Income","categorical"
"ci09b285","We would like to know what appliances are part of your household? - Games computer (game console)",2009,"Economic Situation Income","categorical"
"ci10c285","We would like to know what appliances are part of your household? - Games computer (game console)",2010,"Economic Situation Income","categorical"
"ci11d285","We would like to know what appliances are part of your household? - Games computer (game console)",2011,"Economic Situation Income","categorical"
"ci08a286","We would like to know what appliances are part of your household? - Navigation system (GPS)",2008,"Economic Situation Income","categorical"
"ci09b286","We would like to know what appliances are part of your household? - Navigation system (GPS)",2009,"Economic Situation Income","categorical"
"ci10c286","We would like to know what appliances are part of your household? - Navigation system (GPS)",2010,"Economic Situation Income","categorical"
"ci11d286","We would like to know what appliances are part of your household? - Navigation system (GPS)",2011,"Economic Situation Income","categorical"
"ci08a287","We would like to know what appliances are part of your household? - Wash dryer",2008,"Economic Situation Income","categorical"
"ci09b287","We would like to know what appliances are part of your household? - Wash dryer",2009,"Economic Situation Income","categorical"
"ci10c287","We would like to know what appliances are part of your household? - Wash dryer",2010,"Economic Situation Income","categorical"
"ci11d287","We would like to know what appliances are part of your household? - Wash dryer",2011,"Economic Situation Income","categorical"
"ci08a288","We would like to know what appliances are part of your household? - Dishwasher",2008,"Economic Situation Income","categorical"
"ci09b288","We would like to know what appliances are part of your household? - Dishwasher",2009,"Economic Situation Income","categorical"
"ci10c288","We would like to know what appliances are part of your household? - Dishwasher",2010,"Economic Situation Income","categorical"
"ci11d288","We would like to know what appliances are part of your household? - Dishwasher",2011,"Economic Situation Income","categorical"
"ci08a289","We would like to know what appliances are part of your household? - Deep freezer or freezer compartment in the refrigerator",2008,"Economic Situation Income","categorical"
"ci09b289","We would like to know what appliances are part of your household? - Deep freezer or freezer compartment in the refrigerator",2009,"Economic Situation Income","categorical"
"ci10c289","We would like to know what appliances are part of your household? - Deep freezer or freezer compartment in the refrigerator",2010,"Economic Situation Income","categorical"
"ci11d289","We would like to know what appliances are part of your household? - Deep freezer or freezer compartment in the refrigerator",2011,"Economic Situation Income","categorical"
"ci08a290","We would like to know what appliances are part of your household? - Microwave oven",2008,"Economic Situation Income","categorical"
"ci09b290","We would like to know what appliances are part of your household? - Microwave oven",2009,"Economic Situation Income","categorical"
"ci10c290","We would like to know what appliances are part of your household? - Microwave oven",2010,"Economic Situation Income","categorical"
"ci11d290","We would like to know what appliances are part of your household? - Microwave oven",2011,"Economic Situation Income","categorical"
"ci08a291","We would like to know what appliances are part of your household? - Deep fryer",2008,"Economic Situation Income","categorical"
"ci09b291","We would like to know what appliances are part of your household? - Deep fryer",2009,"Economic Situation Income","categorical"
"ci10c291","We would like to know what appliances are part of your household? - Deep fryer",2010,"Economic Situation Income","categorical"
"ci11d291","We would like to know what appliances are part of your household? - Deep fryer",2011,"Economic Situation Income","categorical"
"ci08a292","Were you in arrears on one or more bills on 31 December 2007? - no",2008,"Economic Situation Income","categorical"
"ci09b292","Were you in arrears on one or more bills on 31 December 2008? - no",2009,"Economic Situation Income","categorical"
"ci10c292","Were you in arrears on one or more bills on 31 December 2009? - no",2010,"Economic Situation Income","categorical"
"ci11d292","Were you in arrears on one or more bills on 31 December 2010? - no",2011,"Economic Situation Income","categorical"
"ci12e292","Were you in arrears on one or more bills on 31 December 2011? - no",2012,"Economic Situation Income","categorical"
"ci13f292","Were you in arrears on one or more bills on 31 December 2012? - no",2013,"Economic Situation Income","categorical"
"ci14g292","Were you in arrears on one or more bills on 31 December 2013? - no",2014,"Economic Situation Income","categorical"
"ci15h292","Were you in arrears on one or more bills on 31 December 2014? - no",2015,"Economic Situation Income","categorical"
"ci16i292","Were you in arrears on one or more bills on 31 December 2015? - no",2016,"Economic Situation Income","categorical"
"ci17j292","Were you in arrears on one or more bills on 31 December 2016? - no",2017,"Economic Situation Income","categorical"
"ci18k292","Were you in arrears on one or more bills on 31 December 2017? - no",2018,"Economic Situation Income","categorical"
"ci19l292","Were you in arrears on one or more bills on 31 December 2018? - no",2019,"Economic Situation Income","categorical"
"ci08a293","Were you in arrears on one or more bills on 31 December 2007? - yes, arrears on rent or mortgage",2008,"Economic Situation Income","categorical"
"ci09b293","Were you in arrears on one or more bills on 31 December 2008? - yes, arrears on rent or mortgage",2009,"Economic Situation Income","categorical"
"ci10c293","Were you in arrears on one or more bills on 31 December 2009? - yes, arrears on rent or mortgage",2010,"Economic Situation Income","categorical"
"ci11d293","Were you in arrears on one or more bills on 31 December 2010? - yes, arrears on rent or mortgage",2011,"Economic Situation Income","categorical"
"ci12e293","Were you in arrears on one or more bills on 31 December 2011? - yes, arrears on rent or mortgage",2012,"Economic Situation Income","categorical"
"ci13f293","Were you in arrears on one or more bills on 31 December 2012? - yes, arrears on rent or mortgage",2013,"Economic Situation Income","categorical"
"ci14g293","Were you in arrears on one or more bills on 31 December 2013? - yes, arrears on rent or mortgage",2014,"Economic Situation Income","categorical"
"ci15h293","Were you in arrears on one or more bills on 31 December 2014? - yes, arrears on rent or mortgage",2015,"Economic Situation Income","categorical"
"ci16i293","Were you in arrears on one or more bills on 31 December 2015? - yes, arrears on rent or mortgage",2016,"Economic Situation Income","categorical"
"ci17j293","Were you in arrears on one or more bills on 31 December 2016? - yes, arrears on rent or mortgage",2017,"Economic Situation Income","categorical"
"ci18k293","Were you in arrears on one or more bills on 31 December 2017? - yes, arrears on rent or mortgage",2018,"Economic Situation Income","categorical"
"ci19l293","Were you in arrears on one or more bills on 31 December 2018? - yes, arrears on rent or mortgage",2019,"Economic Situation Income","categorical"
"ci08a294","Were you in arrears on one or more bills on 31 December 2007? - yes, arrears on general utilities",2008,"Economic Situation Income","categorical"
"ci09b294","Were you in arrears on one or more bills on 31 December 2008? - yes, arrears on general utilities",2009,"Economic Situation Income","categorical"
"ci10c294","Were you in arrears on one or more bills on 31 December 2009? - yes, arrears on general utilities",2010,"Economic Situation Income","categorical"
"ci11d294","Were you in arrears on one or more bills on 31 December 2010? - yes, arrears on general utilities",2011,"Economic Situation Income","categorical"
"ci12e294","Were you in arrears on one or more bills on 31 December 2011? - yes, arrears on general utilities",2012,"Economic Situation Income","categorical"
"ci13f294","Were you in arrears on one or more bills on 31 December 2012? - yes, arrears on general utilities",2013,"Economic Situation Income","categorical"
"ci14g294","Were you in arrears on one or more bills on 31 December 2013? - yes, arrears on general utilities",2014,"Economic Situation Income","categorical"
"ci15h294","Were you in arrears on one or more bills on 31 December 2014? - yes, arrears on general utilities",2015,"Economic Situation Income","categorical"
"ci16i294","Were you in arrears on one or more bills on 31 December 2015? - yes, arrears on general utilities",2016,"Economic Situation Income","categorical"
"ci17j294","Were you in arrears on one or more bills on 31 December 2016? - yes, arrears on general utilities",2017,"Economic Situation Income","categorical"
"ci18k294","Were you in arrears on one or more bills on 31 December 2017? - yes, arrears on general utilities",2018,"Economic Situation Income","categorical"
"ci19l294","Were you in arrears on one or more bills on 31 December 2018? - yes, arrears on general utilities",2019,"Economic Situation Income","categorical"
"ci08a295","Were you in arrears on one or more bills on 31 December 2007? - yes, arrears on other bills",2008,"Economic Situation Income","categorical"
"ci09b295","Were you in arrears on one or more bills on 31 December 2008? - yes, arrears on other bills",2009,"Economic Situation Income","categorical"
"ci10c295","Were you in arrears on one or more bills on 31 December 2009? - yes, arrears on other bills",2010,"Economic Situation Income","categorical"
"ci11d295","Were you in arrears on one or more bills on 31 December 2010? - yes, arrears on other bills",2011,"Economic Situation Income","categorical"
"ci12e295","Were you in arrears on one or more bills on 31 December 2011? - yes, arrears on other bills",2012,"Economic Situation Income","categorical"
"ci13f295","Were you in arrears on one or more bills on 31 December 2012? - yes, arrears on other bills",2013,"Economic Situation Income","categorical"
"ci14g295","Were you in arrears on one or more bills on 31 December 2013? - yes, arrears on other bills",2014,"Economic Situation Income","categorical"
"ci15h295","Were you in arrears on one or more bills on 31 December 2014? - yes, arrears on other bills",2015,"Economic Situation Income","categorical"
"ci16i295","Were you in arrears on one or more bills on 31 December 2015? - yes, arrears on other bills",2016,"Economic Situation Income","categorical"
"ci17j295","Were you in arrears on one or more bills on 31 December 2016? - yes, arrears on other bills",2017,"Economic Situation Income","categorical"
"ci18k295","Were you in arrears on one or more bills on 31 December 2017? - yes, arrears on other bills",2018,"Economic Situation Income","categorical"
"ci19l295","Were you in arrears on one or more bills on 31 December 2018? - yes, arrears on other bills",2019,"Economic Situation Income","categorical"
"ci08a296","Were you in arrears on one or more bills on 31 December 2007? - I don't know",2008,"Economic Situation Income","categorical"
"ci09b296","Were you in arrears on one or more bills on 31 December 2008? - I don't know",2009,"Economic Situation Income","categorical"
"ci10c296","Were you in arrears on one or more bills on 31 December 2009? - I don't know",2010,"Economic Situation Income","categorical"
"ci11d296","Were you in arrears on one or more bills on 31 December 2010? - I don't know",2011,"Economic Situation Income","categorical"
"ci12e296","Were you in arrears on one or more bills on 31 December 2011? - I don't know",2012,"Economic Situation Income","categorical"
"ci13f296","Were you in arrears on one or more bills on 31 December 2012? - I don't know",2013,"Economic Situation Income","categorical"
"ci14g296","Were you in arrears on one or more bills on 31 December 2013? - I don't know",2014,"Economic Situation Income","categorical"
"ci15h296","Were you in arrears on one or more bills on 31 December 2014? - I don't know",2015,"Economic Situation Income","categorical"
"ci16i296","Were you in arrears on one or more bills on 31 December 2015? - I don't know",2016,"Economic Situation Income","categorical"
"ci17j296","Were you in arrears on one or more bills on 31 December 2016? - I don't know",2017,"Economic Situation Income","categorical"
"ci18k296","Were you in arrears on one or more bills on 31 December 2017? - I don't know",2018,"Economic Situation Income","categorical"
"ci08a297","Were you in arrears on one or more bills on 31 December 2007? - I prefer not to say",2008,"Economic Situation Income","categorical"
"ci09b297","Were you in arrears on one or more bills on 31 December 2008? - I prefer not to say",2009,"Economic Situation Income","categorical"
"ci10c297","Were you in arrears on one or more bills on 31 December 2009? - I prefer not to say",2010,"Economic Situation Income","categorical"
"ci11d297","Were you in arrears on one or more bills on 31 December 2010? - I prefer not to say",2011,"Economic Situation Income","categorical"
"ci12e297","Were you in arrears on one or more bills on 31 December 2011? - I prefer not to say",2012,"Economic Situation Income","categorical"
"ci13f297","Were you in arrears on one or more bills on 31 December 2012? - I prefer not to say",2013,"Economic Situation Income","categorical"
"ci14g297","Were you in arrears on one or more bills on 31 December 2013? - I prefer not to say",2014,"Economic Situation Income","categorical"
"ci15h297","Were you in arrears on one or more bills on 31 December 2014? - I prefer not to say",2015,"Economic Situation Income","categorical"
"ci16i297","Were you in arrears on one or more bills on 31 December 2015? - I prefer not to say",2016,"Economic Situation Income","categorical"
"ci17j297","Were you in arrears on one or more bills on 31 December 2016? - I prefer not to say",2017,"Economic Situation Income","categorical"
"ci18k297","Were you in arrears on one or more bills on 31 December 2017? - I prefer not to say",2018,"Economic Situation Income","categorical"
"ci08a298","What was the total amount of your arrears on rent or mortgage on 31 December 2007?",2008,"Economic Situation Income","categorical"
"ci09b298","What was the total amount of your arrears on rent or mortgage on 31 December 2008?",2009,"Economic Situation Income","categorical"
"ci10c298","What was the total amount of your arrears on rent or mortgage on 31 December 2009?",2010,"Economic Situation Income","categorical"
"ci11d298","What was the total amount of your arrears on rent or mortgage on 31 December 2010?",2011,"Economic Situation Income","categorical"
"ci12e298","What was the total amount of your arrears on rent or mortgage on 31 December 2011?",2012,"Economic Situation Income","categorical"
"ci13f298","What was the total amount of your arrears on rent or mortgage on 31 December 2012?",2013,"Economic Situation Income","categorical"
"ci14g298","What was the total amount of your arrears on rent or mortgage on 31 December 2013?",2014,"Economic Situation Income","categorical"
"ci15h298","What was the total amount of your arrears on rent or mortgage on 31 December 2014?",2015,"Economic Situation Income","categorical"
"ci16i298","What was the total amount of your arrears on rent or mortgage on 31 December 2015?",2016,"Economic Situation Income","categorical"
"ci17j298","What was the total amount of your arrears on rent or mortgage on 31 December 2016?",2017,"Economic Situation Income","categorical"
"ci18k298","What was the total amount of your arrears on rent or mortgage on 31 December 2017?",2018,"Economic Situation Income","categorical"
"ci08a299","What was the total amount of your arrears on general utilities on 31 December 2007?",2008,"Economic Situation Income","categorical"
"ci09b299","What was the total amount of your arrears on general utilities on 31 December 2008?",2009,"Economic Situation Income","categorical"
"ci10c299","What was the total amount of your arrears on general utilities on 31 December 2009?",2010,"Economic Situation Income","categorical"
