"","last3letters","n_waves","which_waves","var_names","n_unique_labels","unique_labels","value_labels"
"1074","328","10","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci10c328, ci11d328, ci12e328, ci13f328, ci14g328, ci15h328, ci16i328, ci17j328, ci18k328, ci19l328","10","Did you receive one or more of the following benefits or allowances in 2009? - Wajong (Work and Employment Support for Disabled Young Persons Act) // Did you receive one or more of the following benefits or allowances in 2010? - Wajong (Work and Employment Support for Disabled Young Persons Act) // Did you receive one or more of the following benefits or allowances in 2011? - Wajong (Work and Employment Support for Disabled Young Persons Act) // Did you receive one or more of the following benefits or allowances in 2012? - Wajong (Work and Employment Support for Disabled Young Persons Act) // Did you receive one or more of the following benefits or allowances in 2013? - Wajong (Work and Employment Support for Disabled Young Persons Act) // Did you receive one or more of the following benefits or allowances in 2014? - Wajong (Work and Employment Support for Disabled Young Persons Act) // Did you receive one or more of the following benefits or allowances in 2015? - Wajong (Work and Employment Support for Disabled Young Persons Act) // Did you receive one or more of the following benefits or allowances in 2016? - Wajong (Work and Employment Support for Disabled Young Persons Act) // Did you receive one or more of the following benefits or allowances in 2017? - Wajong (Work and Employment Support for Disabled Young Persons Act) // Did you receive one or more of the following benefits or allowances in 2018? - Wajong (Work and Employment Support for Disabled Young Persons Act)","c(no = 0, yes = 1)"
"1075","329","10","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci10c329, ci11d329, ci12e329, ci13f329, ci14g329, ci15h329, ci16i329, ci17j329, ci18k329, ci19l329","10","Did you receive one or more of the following benefits or allowances in 2009? - IOW (Income Provision for Older Unemployed Persons) // Did you receive one or more of the following benefits or allowances in 2010? - IOW (Income Provision for Older Unemployed Persons) // Did you receive one or more of the following benefits or allowances in 2011? - IOW (Income Provision for Older Unemployed Persons) // Did you receive one or more of the following benefits or allowances in 2012? - IOW (Income Provision for Older Unemployed Persons) // Did you receive one or more of the following benefits or allowances in 2013? - IOW (Income Provision for Older Unemployed Persons) // Did you receive one or more of the following benefits or allowances in 2014? - IOW (Income Provision for Older Unemployed Persons) // Did you receive one or more of the following benefits or allowances in 2015? - IOW (Income Provision for Older Unemployed Persons) // Did you receive one or more of the following benefits or allowances in 2016? - IOW (Income Provision for Older Unemployed Persons) // Did you receive one or more of the following benefits or allowances in 2017? - IOW (Income Provision for Older Unemployed Persons) // Did you receive one or more of the following benefits or allowances in 2018? - IOW (Income Provision for Older Unemployed Persons)","c(no = 0, yes = 1)"
"1076","330","10","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci10c330, ci11d330, ci12e330, ci13f330, ci14g330, ci15h330, ci16i330, ci17j330, ci18k330, ci19l330","10","How much is the net amount that you received in 2009 as child budget (kindgebonden budget)? // How much is the net amount that you received in 2010 as child budget (kindgebonden budget)? // How much is the net amount that you received in 2011 as child budget (kindgebonden budget)? // How much is the net amount that you received in 2012 as child budget (kindgebonden budget)? // How much is the net amount that you received in 2013 as child budget (kindgebonden budget)? // How much is the net amount that you received in 2014 as child budget (kindgebonden budget)? // How much is the net amount that you received in 2015 as child budget (kindgebonden budget)? // How much is the net amount that you received in 2016 as child budget (kindgebonden budget)? // How much is the net amount that you received in 2017 as child budget (kindgebonden budget)? // How much is the net amount that you received in 2018 as child budget (kindgebonden budget)?","c(`I don't know` = -9, `I prefer not to say` = -8, `I prefer not to say` = 9999999998, `I don't know` = 9999999999)"
"1077","331","5","2010, 2011, 2012, 2013, 2014","ci10c331, ci11d331, ci12e331, ci13f331, ci14g331","5","How much is the total gross amount that you received in 2009 as Wajong (preferably as stated on your tax reporting statement)? // How much is the total gross amount that you received in 2010 as Wajong (preferably as stated on your tax reporting statement)? // How much is the total gross amount that you received in 2011 as Wajong (preferably as stated on your tax reporting statement)? // How much is the total gross amount that you received in 2012 as Wajong (preferably as stated on your tax reporting statement)? // How much is the total gross amount that you received in 2013 as Wajong (preferably as stated on your tax reporting statement)?","c(`I don't know` = 9999999999)"
"1078","332","4","2010, 2011, 2012, 2013","ci10c332, ci11d332, ci12e332, ci13f332","4","Can you indicate, then, to what category the gross amount belongs that you received in 2009 as Wajong? // Can you indicate, then, to what category the gross amount belongs that you received in 2010 as Wajong? // Can you indicate, then, to what category the gross amount belongs that you received in 2011 as Wajong? // Can you indicate, then, to what category the gross amount belongs that you received in 2012 as Wajong?","c(`less than 1,000 euros` = 1, `1,000-3,000 euros` = 2, `3,000-6,000 euros` = 3, `6,000-12,000 euros` = 4, `12,000-30,000 euros` = 5, `30,000-60,000 euros` = 6, `60,000 euros or more` = 7, `I prefer not to say` = 98, `I don't know` = 99)"
"1079","333","10","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci10c333, ci11d333, ci12e333, ci13f333, ci14g333, ci15h333, ci16i333, ci17j333, ci18k333, ci19l333","10","How much is the net amount that you received in 2009 as Wajong? // How much is the net amount that you received in 2010 as Wajong? // How much is the net amount that you received in 2011 as Wajong? // How much is the net amount that you received in 2012 as Wajong? // How much is the net amount that you received in 2013 as Wajong? // How much is the net amount that you received in 2014 as Wajong? // How much is the net amount that you received in 2015 as Wajong? // How much is the net amount that you received in 2016 as Wajong? // How much is the net amount that you received in 2017 as Wajong? // How much is the net amount that you received in 2018 as Wajong?","c(`I don't know` = -9, `I prefer not to say` = -8, `I prefer not to say` = 9999999998, `I don't know` = 9999999999)"
"1080","334","5","2010, 2011, 2012, 2013, 2014","ci10c334, ci11d334, ci12e334, ci13f334, ci14g334","5","How much is the total gross amount that you received in 2009 as IOW (preferably as stated on your tax reporting statement)? // How much is the total gross amount that you received in 2010 as IOW (preferably as stated on your tax reporting statement)? // How much is the total gross amount that you received in 2011 as IOW (preferably as stated on your tax reporting statement)? // How much is the total gross amount that you received in 2012 as IOW (preferably as stated on your tax reporting statement)? // How much is the total gross amount that you received in 2013 as IOW (preferably as stated on your tax reporting statement)?","c(`I don't know` = 9999999999)"
"1081","335","4","2010, 2011, 2012, 2013","ci10c335, ci11d335, ci12e335, ci13f335","4","Can you indicate, then, to what category the gross amount belongs that you received in 2009 as IOW? // Can you indicate, then, to what category the gross amount belongs that you received in 2010 as IOW? // Can you indicate, then, to what category the gross amount belongs that you received in 2011 as IOW? // Can you indicate, then, to what category the gross amount belongs that you received in 2012 as IOW?","c(`less than 1,000 euros` = 1, `1,000-3,000 euros` = 2, `3,000-6,000 euros` = 3, `6,000-12,000 euros` = 4, `12,000-30,000 euros` = 5, `30,000-60,000 euros` = 6, `60,000 euros or more` = 7, `I prefer not to say` = 98, `I don't know` = 99)"
"1082","336","10","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci10c336, ci11d336, ci12e336, ci13f336, ci14g336, ci15h336, ci16i336, ci17j336, ci18k336, ci19l336","10","How much is the net amount that you received in 2009 as IOW? // How much is the net amount that you received in 2010 as IOW? // How much is the net amount that you received in 2011 as IOW? // How much is the net amount that you received in 2012 as IOW? // How much is the net amount that you received in 2013 as IOW? // How much is the net amount that you received in 2014 as IOW? // How much is the net amount that you received in 2015 as IOW? // How much is the net amount that you received in 2016 as IOW? // How much is the net amount that you received in 2017 as IOW? // How much is the net amount that you received in 2018 as IOW?","c(`I don't know` = -9, `I prefer not to say` = -8, `I prefer not to say` = 9999999998, `I don't know` = 9999999999)"
"1083","337","10","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci10c337, ci11d337, ci12e337, ci13f337, ci14g337, ci15h337, ci16i337, ci17j337, ci18k337, ci19l337","9","How much is your taxable income (preferably as stated on the tax return form, if you submitted one)? // How much is your total taxable income in the three boxes (the total income) (preferably as stated on the tax return form, if you submitted one) in 2011? // How much is your total taxable income in the three boxes (the total income) (preferably as stated on the tax return form, if you submitted one) in 2012? // How much is your total taxable income in the three boxes (the total income) (preferably as stated on the tax return form, if you submitted one) in 2013? // How much is your total taxable income in the three boxes (the total income) (preferably as stated on the tax return form, if you submitted one) in 2014? // How much is your total taxable income in the three boxes (the total income) (preferably as stated on the tax return form, if you submitted one) in 2015? // How much is your total taxable income in the three boxes (the total income) (preferably as stated on the tax return form, if you submitted one) in 2016? // How much is your total taxable income in the three boxes (the total income) (preferably as stated on the tax return form, if you submitted one) in 2017? // How much is your total taxable income in the three boxes (the total income) (preferably as stated on the tax return form, if you submitted one) in 2018?","c(`I don't know` = -9999999999, `I prefer not to say` = -9999999998, `I prefer not to say` = 9999999998, `I don't know` = 9999999999)"
"1084","338","10","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci10c338, ci11d338, ci12e338, ci13f338, ci14g338, ci15h338, ci16i338, ci17j338, ci18k338, ci19l338","10","Can you estimate your taxable income over 2009, then? // Can you estimate your taxable income over 2010, then? // Can you estimate your total taxable income in the three boxes (the total income) over 2011, then? // Can you estimate your total taxable income in the three boxes (the total income) over 2012, then? // Can you estimate your total taxable income in the three boxes (the total income) over 2013, then? // Can you estimate your total taxable income in the three boxes (the total income) over 2014, then? // Can you estimate your total taxable income in the three boxes (the total income) over 2015, then? // Can you estimate your total taxable income in the three boxes (the total income) over 2016, then? // Can you estimate your total taxable income in the three boxes (the total income) over 2017, then? // Can you estimate your total taxable income in the three boxes (the total income) over 2018, then?","c(`I don't know` = -9999999999, `I prefer not to say` = -9999999998, `I prefer not to say` = 9999999998, `I don't know` = 9999999999)"
"1085","339","10","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci10c339, ci11d339, ci12e339, ci13f339, ci14g339, ci15h339, ci16i339, ci17j339, ci18k339, ci19l339","10","What was total net income of your household over the period from 1 January 2009 to 31 December 2009? // What was total net income of your household over the period from 1 January 2010 to 31 December 2010? // What was total net income of your household over the period from 1 January 2011 to 31 December 2011? // What was total net income of your household over the period from 1 January 2012 to 31 December 2012? // What was total net income of your household over the period from 1 January 2013 to 31 December 2013? // What was total net income of your household over the period from 1 January 2014 to 31 December 2014? // What was total net income of your household over the period from 1 January 2015 to 31 December 2015? // What was total net income of your household over the period from 1 January 2016 to 31 December 2016? // What was total net income of your household over the period from 1 January 2017 to 31 December 2017? // What was total net income of your household over the period from 1 January 2018 to 31 December 2018?","c(`I don't know` = -9999999999, `I don't know` = 9999999999)"
"1086","340","10","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci10c340, ci11d340, ci12e340, ci13f340, ci14g340, ci15h340, ci16i340, ci17j340, ci18k340, ci19l340","1","Do you take a week or more of holiday at least once every year?","c(yes = 1, `no, I don't have enough money for that` = 2, `no, I don't think it is necessary` = 3, `no, for another reason` = 4, `not applicable` = 5)"
"1087","341","9","2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci11d341, ci12e341, ci13f341, ci14g341, ci15h341, ci16i341, ci17j341, ci18k341, ci19l341","9","Did you receive one or more of the following benefits or allowances in 2010? - Work and Assistance Act (Dutch: WWB) or Wet Investeren Jongeren (WIJ) // Did you receive one or more of the following benefits or allowances in 2011? - Work and Assistance Act (Dutch: WWB) or Wet Investeren Jongeren (WIJ) // Did you receive one or more of the following benefits or allowances in 2012? - Work and Assistance Act (Dutch: WWB) // Did you receive one or more of the following benefits or allowances in 2013? - Work and Assistance Act (Dutch: WWB) // Did you receive one or more of the following benefits or allowances in 2014? - Work and Assistance Act (Dutch: WWB) // Did you receive one or more of the following benefits or allowances in 2015? - Work and Assistance Act (Dutch: WWB) // Did you receive one or more of the following benefits or allowances in 2016? - Work and Assistance Act (Dutch: WWB) // Did you receive one or more of the following benefits or allowances in 2017? - Work and Assistance Act (Dutch: WWB) // Did you receive one or more of the following benefits or allowances in 2018? - Participation Act (Dutch: bijstand: Participatiewet)","c(no = 0, yes = 1)"
"1088","342","4","2011, 2012, 2013, 2014","ci11d342, ci12e342, ci13f342, ci14g342","4","How much is the total gross amount that you received in 2010 as WWB (preferably as stated on your tax reporting statement) or WIJ? // How much is the total gross amount that you received in 2011 as WWB (preferably as stated on your tax reporting statement) or WIJ? // How much is the total gross amount that you received in 2012 as WWB (preferably as stated on your tax reporting statement)? // How much is the total gross amount that you received in 2013 as WWB (preferably as stated on your tax reporting statement)?","c(`I don't know` = 9999999999)"
"1089","343","4","2011, 2012, 2013, 2014","ci11d343, ci12e343, ci13f343, ci14g343","4","Can you indicate, then, to what category the gross amount belongs that you received in 2010 as WWB or WIJ? // Can you indicate, then, to what category the gross amount belongs that you received in 2011 as WWB or WIJ? // Can you indicate, then, to what category the gross amount belongs that you received in 2012 as WWB? // Can you indicate, then, to what category the gross amount belongs that you received in 2013 as WWB?","c(`less than 1,000 euros` = 1, `1,000-3,000 euros` = 2, `3,000-6,000 euros` = 3, `6,000-12,000 euros` = 4, `12,000-30,000 euros` = 5, `30,000-60,000 euros` = 6, `60,000 euros or more` = 7, `I prefer not to say` = 98, `I don't know` = 99)"
"1090","344","9","2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci11d344, ci12e344, ci13f344, ci14g344, ci15h344, ci16i344, ci17j344, ci18k344, ci19l344","9","How much is the net amount that you received in 2010 as WWB or WIJ? // How much is the net amount that you received in 2011 as WWB or WIJ? // How much is the net amount that you received in 2012 as WWB? // How much is the net amount that you received in 2013 as WWB? // How much is the net amount that you received in 2014 as WWB? // How much is the net amount that you received in 2015 as WWB? // How much is the net amount that you received in 2016 as WWB? // How much is the net amount that you received in 2017 as WWB? // How much is the net amount that you received in 2018 as bijstand (Participatiewet)?","c(`I don't know` = -9, `I prefer not to say` = -8, `I prefer not to say` = 9999999998, `I don't know` = 9999999999)"
"1091","345","1","2011","ci11d345","1","selection of panel members for the experiment","c(`panel member did not participate in experiment` = 0, `panel member participated in experiment` = 1)"
"1092","346","4","2012, 2013, 2014, 2015","ci12e346, ci13f346, ci14g346, ci15h346","1","What appliances are part of your household? - Flatscreen television","c(Yes = 1, `No (not affordable)` = 2, `No (not necessary)` = 3, `No (other reason)` = 4, `Don't know` = 5)"
"1093","347","4","2012, 2013, 2014, 2015","ci12e347, ci13f347, ci14g347, ci15h347","1","What appliances are part of your household? - Dishwasher","c(Yes = 1, `No (not affordable)` = 2, `No (not necessary)` = 3, `No (other reason)` = 4, `Don't know` = 5)"
"1094","348","4","2012, 2013, 2014, 2015","ci12e348, ci13f348, ci14g348, ci15h348","1","What appliances are part of your household? - Car for private purposes","c(Yes = 1, `No (not affordable)` = 2, `No (not necessary)` = 3, `No (other reason)` = 4, `Don't know` = 5)"
"1095","349","7","2012, 2013, 2014, 2015, 2016, 2017, 2018","ci12e349, ci13f349, ci14g349, ci15h349, ci16i349, ci17j349, ci18k349","1","Do you have a telephone at home?","c(`only a fixed line` = 1, `only a mobile phone` = 2, `fixed line and a mobile phone` = 3, `no fixed line and mobile phone` = 4)"
"1096","350","7","2012, 2013, 2014, 2015, 2016, 2017, 2018","ci12e350, ci13f350, ci14g350, ci15h350, ci16i350, ci17j350, ci18k350","1","Can you indicate why you do not own a fixed telephone line or a mobile phone at home?","c(`can't afford it` = 1, `don't need it` = 2, `other reason` = 3, `don't know` = 99)"
"1097","351","7","2012, 2013, 2014, 2015, 2016, 2017, 2018","ci12e351, ci13f351, ci14g351, ci15h351, ci16i351, ci17j351, ci18k351","1","What other reason do you mean?","NULL"
"1098","352","8","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci12e352, ci13f352, ci14g352, ci15h352, ci16i352, ci17j352, ci18k352, ci19l352","1","Do you go out for dinner at least once in two months?","c(yes = 1, `no, I don't have enough money for that` = 2, `no, I don't think it is necessary` = 3, `no, for another reason` = 4, `not applicable` = 5)"
"1099","353","8","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci12e353, ci13f353, ci14g353, ci15h353, ci16i353, ci17j353, ci18k353, ci19l353","1","Are you able to heat your home well?","c(yes = 1, `no, I don't have enough money for that` = 2, `no, I don't think it is necessary` = 3, `no, for another reason` = 4, `not applicable` = 5)"
"1100","354","8","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci12e354, ci13f354, ci14g354, ci15h354, ci16i354, ci17j354, ci18k354, ci19l354","1","Do you pay for one or more memberships of a sports club and suchlike?","c(yes = 1, `no, I don't have enough money for that` = 2, `no, I don't think it is necessary` = 3, `no, for another reason` = 4, `not applicable` = 5)"
"1101","355","8","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci12e355, ci13f355, ci14g355, ci15h355, ci16i355, ci17j355, ci18k355, ci19l355","1","How easy or hard is it for you to go to unexpected essential expenses of â‚¬ 500 or more without getting into debt or contracting a loan?","c(`1 very easy` = 1, `2` = 2, `3` = 3, `4` = 4, `5` = 5, `6` = 6, `7 very hard` = 7)"
"1102","356","8","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","ci12e356, ci13f356, ci14g356, ci15h356, ci16i356, ci17j356, ci18k356, ci19l356","3","How much of a burden is it for you to pay for the living costs of you household // How much of a burden is it for you to pay for the living costs of your household? // How easy is it for you to pay for the living costs of your household?","c(`1 not at all a burden` = 1, `2` = 2, `3` = 3, `4` = 4, `5` = 5, `6` = 6, `7 a heavy burden` = 7)"
"1103","357","6","2013, 2014, 2015, 2016, 2017, 2018","ci13f357, ci14g357, ci15h357, ci16i357, ci17j357, ci18k357","1","What forms of income does this concern? - specific contributions of municipality for households with low incomes","c(no = 0, yes = 1)"
"1104","358","6","2013, 2014, 2015, 2016, 2017, 2018","ci13f358, ci14g358, ci15h358, ci16i358, ci17j358, ci18k358","1","What forms of income does this concern? - a once-only allowance for people who had to live on an income lower or equal to social security level for a period of 3 years (Dutch: langdurigheidstoeslag)","c(no = 0, yes = 1)"
"1105","359","6","2013, 2014, 2015, 2016, 2017, 2018","ci13f359, ci14g359, ci15h359, ci16i359, ci17j359, ci18k359","1","What forms of income does this concern? - study costs compensation (school costs and tuition- or course fees) for children up to age 18 who attend mbo, vavo or private vo","c(no = 0, yes = 1)"
"1106","360","6","2013, 2014, 2015, 2016, 2017, 2018","ci13f360, ci14g360, ci15h360, ci16i360, ci17j360, ci18k360","6","What was the gross amount of income in 2012 from specific contributions of municipality for households with low incomes? // What was the gross amount of income in 2013 from specific contributions of municipality for households with low incomes? // What was the gross amount of income in 2014 from specific contributions of municipality for households with low incomes? // What was the gross amount of income in 2015 from specific contributions of municipality for households with low incomes? // What was the gross amount of income in 2016 from specific contributions of municipality for households with low incomes? // What was the gross amount of income in 2017 from specific contributions of municipality for households with low incomes?","c(`I prefer not to say` = 9999999998, `I don't know` = 9999999999)"
"1107","361","6","2013, 2014, 2015, 2016, 2017, 2018","ci13f361, ci14g361, ci15h361, ci16i361, ci17j361, ci18k361","6","What was the gross amount of income in 2012 from a once-only allowance for people who had to live on an income lower or equal to social security level for a period of 3 years (Dutch: langdurigheidstoeslag)? // What was the gross amount of income in 2013 from a once-only allowance for people who had to live on an income lower or equal to social security level for a period of 3 years (Dutch: langdurigheidstoeslag)? // What was the gross amount of income in 2014 from a once-only allowance for people who had to live on an income lower or equal to social security level for a period of 3 years (Dutch: langdurigheidstoeslag)? // What was the gross amount of income in 2015 from a once-only allowance for people who had to live on an income lower or equal to social security level for a period of 3 years (Dutch: langdurigheidstoeslag)? // What was the gross amount of income in 2016 from a once-only allowance for people who had to live on an income lower or equal to social security level for a period of 3 years (Dutch: langdurigheidstoeslag)? // What was the gross amount of income in 2017 from a once-only allowance for people who had to live on an income lower or equal to social security level for a period of 3 years (Dutch: langdurigheidstoeslag)?","c(`I prefer not to say` = 9999999998, `I don't know` = 9999999999)"
"1108","362","6","2013, 2014, 2015, 2016, 2017, 2018","ci13f362, ci14g362, ci15h362, ci16i362, ci17j362, ci18k362","6","What was the gross amount of income in 2012 from study costs compensation (school costs and tuition- or course fees) for children up to age 18 who attend mbo, vavo or private vo? // What was the gross amount of income in 2013 from study costs compensation (school costs and tuition- or course fees) for children up to age 18 who attend mbo, vavo or private vo? // What was the gross amount of income in 2014 from study costs compensation (school costs and tuition- or course fees) for children up to age 18 who attend mbo, vavo or private vo? // What was the gross amount of income in 2015 from study costs compensation (school costs and tuition- or course fees) for children up to age 18 who attend mbo, vavo or private vo? // What was the gross amount of income in 2016 from study costs compensation (school costs and tuition- or course fees) for children up to age 18 who attend mbo, vavo or private vo? // What was the gross amount of income in 2017 from study costs compensation (school costs and tuition- or course fees) for children up to age 18 who attend mbo, vavo or private vo?","c(`I prefer not to say` = 9999999998, `I don't know` = 9999999999)"
"1109","363","6","2014, 2015, 2016, 2017, 2018, 2019","ci14g363, ci15h363, ci16i363, ci17j363, ci18k363, ci19l363","6","Which of the old age pensions or life annuities listed below did you receive in 2013? - early retirement (Dutch: prepensioen) // Which of the old age pensions or life annuities listed below did you receive in 2014? - early retirement (Dutch: prepensioen) // Which of the old age pensions or life annuities listed below did you receive in 2015? - early retirement (Dutch: prepensioen) // Which of the old age pensions or life annuities listed below did you receive in 2016? - early retirement (Dutch: prepensioen) // Which of the old age pensions or life annuities listed below did you receive in 2017? - early retirement (Dutch: prepensioen) // Which of the old age pensions or life annuities listed below did you receive in 2018? - early retirement (Dutch: prepensioen)","c(no = 0, yes = 1)"
"1110","364","6","2014, 2015, 2016, 2017, 2018, 2019","ci14g364, ci15h364, ci16i364, ci17j364, ci18k364, ci19l364","6","How much is the gross amount that you received as prepensioen (early retirement) in 2013? // How much is the gross amount that you received as prepensioen (early retirement) in 2014? // How much is the gross amount that you received as prepensioen (early retirement) in 2015? // How much is the gross amount that you received as prepensioen (early retirement) in 2016? // How much is the gross amount that you received as prepensioen (early retirement) in 2017? // How much is the gross amount that you received as prepensioen (early retirement) in 2018?","c(`I don't know` = -9, `I don't know` = 9999999999)"
"1111","365","6","2014, 2015, 2016, 2017, 2018, 2019","ci14g365, ci15h365, ci16i365, ci17j365, ci18k365, ci19l365","6","Can you indicate, then, to what category the gross amount of prepensioen belongs that you received in 2013? // Can you indicate, then, to what category the gross amount of prepensioen belongs that you received in 2014? // Can you indicate, then, to what category the gross amount of prepensioen belongs that you received in 2015? // Can you indicate, then, to what category the gross amount of prepensioen belongs that you received in 2016? // Can you indicate, then, to what category the gross amount of prepensioen belongs that you received in 2017? // Can you indicate, then, to what category the gross amount of prepensioen belongs that you received in 2018?","c(`I don't know` = -9, `I prefer not to say` = -8, `less than 8,000 euros` = 1, `8,000-16,000 euros` = 2, `16,000-24,000 euros` = 3, `24,000-36,000 euros` = 4, `36,000-48,000 euros` = 5, `48,000-60,000 euros` = 6, `60,000 euros or more` = 7, `I prefer not to say` = 98, `I don't know` = 99)"
"1112","366","5","2014, 2015, 2016, 2017, 2018","ci14g366, ci15h366, ci16i366, ci17j366, ci18k366","5","How much is the net amount that you received as prepensioen (early retirement) in 2013? // How much is the net amount that you received as prepensioen (early retirement) in 2014? // How much is the net amount that you received as prepensioen (early retirement) in 2015? // How much is the net amount that you received as prepensioen (early retirement) in 2016? // How much is the net amount that you received as prepensioen (early retirement) in 2017?","c(`I prefer not to say` = 9999999998, `I don't know` = 9999999999)"
"1113","367","6","2014, 2015, 2016, 2017, 2018, 2019","ci14g367, ci15h367, ci16i367, ci17j367, ci18k367, ci19l367","6","Can you indicate, then, to what category the gross amount of AOW belongs that you received in 2013? // Can you indicate, then, to what category the gross amount of AOW belongs that you received in 2014? // Can you indicate, then, to what category the gross amount of AOW belongs that you received in 2015? // Can you indicate, then, to what category the gross amount of AOW belongs that you received in 2016? // Can you indicate, then, to what category the gross amount of AOW belongs that you received in 2017? // Can you indicate, then, to what category the gross amount of AOW belongs that you received in 2018?","c(`I don't know` = -9, `I prefer not to say` = -8, `less than 4,000 euros` = 1, `4,000-8,000 euros` = 2, `8,000-12,000 euros` = 3, `12,000-16,000 euros` = 4, `16,000-20,000 euros` = 5, `I prefer not to say` = 98, `I don't know` = 99)"
"1114","368","6","2014, 2015, 2016, 2017, 2018, 2019","ci14g368, ci15h368, ci16i368, ci17j368, ci18k368, ci19l368","6","Can you indicate, then, to what category the gross amount belongs that you received in 2013 through the ANW? // Can you indicate, then, to what category the gross amount belongs that you received in 2014 through the ANW? // Can you indicate, then, to what category the gross amount belongs that you received in 2015 through the ANW? // Can you indicate, then, to what category the gross amount belongs that you received in 2016 through the ANW? // Can you indicate, then, to what category the gross amount belongs that you received in 2017 through the ANW? // Can you indicate, then, to what category the gross amount belongs that you received in 2018 through the ANW?","c(`I don't know` = -9, `I prefer not to say` = -8, `less than 4,000 euros` = 1, `4,000-8,000 euros` = 2, `8,000-12,000 euros` = 3, `12,000-16,000 euros` = 4, `16,000-20,000 euros` = 5, `I prefer not to say` = 98, `I don't know` = 99)"
"1115","369","1","2014","ci14g369","1","Can you indicate, then, to what category the gross amount belongs that you received in 2013 through the bijstandsbesluit voor zelfstandigen?","c(`less than 1,000 euros` = 1, `1,000-3,000 euros` = 2, `3,000-6,000 euros` = 3, `6,000-12,000 euros` = 4, `12,000-30,000 euros` = 5, `I prefer not to say` = 98, `I don't know` = 99)"
"1116","370","1","2014","ci14g370","1","Can you indicate, then, to what category the gross amount belongs that you received in 2013 as IOW?","c(`less than 4,000 euros` = 1, `4,000-8,000 euros` = 2, `8,000-12,000 euros` = 3, `12,000-16,000 euros` = 4, `16,000-20,000 euros` = 5, `I prefer not to say` = 98, `I don't know` = 99)"
"1117","371","1","2014","ci14g371","1","Kunt u dan aangeven in welke categorie het bruto bedrag valt dat u in 2013 hebt ontvangen aan IOW (Inkomensvoorziening Oudere Werklozen) uitkering?","c(`less than 4,000 euros` = 1, `4,000-8,000 euros` = 2, `8,000-12,000 euros` = 3, `12,000-16,000 euros` = 4, `16,000-20,000 euros` = 5, `I prefer not to say` = 98, `I don't know` = 99)"
"1118","372","1","2019","ci19l372","1","How much were your gross wages in total in 2018 [at your employer /at all of your employers]?","c(`I don't know` = -9, `I prefer not to say` = -8)"
"1119","373","1","2019","ci19l373","1","Can you indicate, then, to what category your total gross wages belonged in 2018 at [your employer /all of your employers]?","c(`I don't know` = -9, `I prefer not to say` = -8, `less than 8,000 euros` = 1, `8,000-16,000 euros` = 2, `16,000-24,000 euros` = 3, `24,000-36,000 euros` = 4, `36,000-48,000 euros` = 5, `48,000-60,000 euros` = 6, `60,000 euros or more` = 7)"
"1120","374","1","2019","ci19l374","1","Did you receive one or more of the following benefits or allowances in 2018? - Unemployment Benefits Act or follow-up unemployment benefit or half-pay (Dutch: WW or vervolguitkering WW or wachtgeld)","c(no = 0, yes = 1)"
"1121","375","1","2019","ci19l375","1","How much is the total gross amount that you received in 2018 as WW or vervolguitkering WW or wachtgeld (preferably as stated on your tax reporting statement)?","c(`I don't know` = -9)"
"1122","376","1","2019","ci19l376","1","Can you indicate, then, to what category the gross amount belongs that you received in 2018 as WW or vervolguitkering WW or wachtgeld?","c(`I don't know` = -9, `I prefer not to say` = -8, `less than 1,000 euros` = 1, `1,000-3,000 euros` = 2, `3,000-6,000 euros` = 3, `6,000-12,000 euros` = 4, `12,000-30,000 euros` = 5, `30,000-60,000 euros` = 6, `60,000 euros or more` = 7)"
"1123","377","1","2019","ci19l377","1","Can you indicate, on a scale from 0 to 10, whether the financial situation of your household has gotten better or worse compared to one year ago?","c(`0 much worse` = 0, `1` = 1, `2` = 2, `3` = 3, `4` = 4, `5` = 5, `6` = 6, `7` = 7, `8` = 8, `9` = 9, `10 much better` = 10)"
"1124","378","1","2019","ci19l378","1","Can you indicate, on a scale from 0 to 10, how hard or how easy it is for you to live off the income of your household?","c(`0 very hard` = 0, `1` = 1, `2` = 2, `3` = 3, `4` = 4, `5` = 5, `6` = 6, `7` = 7, `8` = 8, `9` = 9, `10 very easy` = 10)"
